publisher.publisher_name,publisher.place_of_publication,publication_type,country_of_publication,language,contributor.name,contributor.role,title,idno,idno.type,subject,publishing_work_items.value,publishing_work_items.type,publishing_work_items.unit,label
b'',b'',b'1',b'',b'ENG',"b'Takai, Noriyuki Ueda, Tami Nishida, Masakazu Nasu, Kaei Narahara, Hisashi'",b'1 1 1 1 1',b'PK11195 enhances chemosensitivity to cisplatin and paclitaxel in human endometrial and ovarian cancer cells',b'19956907 19956907',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Takamura, Masaaki Yamagiwa, Satoshi Wakai, Toshifumi Tamura, Yasushi Kamimura, Hiroteru Kato, Takashi Tsuchiya, Atsunori Matsuda, Yasunobu Shirai, Yoshio Ichida, Takafumi Ajioka, Yoichi Aoyagi, Yutaka'",b'1 1 1 1 1 1 1 1 1 1 1 1',b'Loss of liver-intestine cadherin in human intrahepatic cholangiocarcinoma promotes angiogenesis by up-regulating metal-responsive transcription factor-1 and placental growth factor',b'19956853 19956853',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Takamura, Masaaki Yamagiwa, Satoshi Wakai, Toshifumi Tamura, Yasushi Kamimura, Hiroteru Kato, Takashi Tsuchiya, Atsunori Matsuda, Yasunobu Shirai, Yoshio Ichida, Takafumi Ajioka, Yoichi Aoyagi, Yutaka'",b'1 1 1 1 1 1 1 1 1 1 1 1',b'Loss of liver-intestine cadherin in human intrahepatic cholangiocarcinoma promotes angiogenesis by up-regulating metal-responsive transcription factor-1 and placental growth factor',b'19956853 19956853',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Kamide, Kaeko Nakakubo, Hiroshi Uno, Shusei Fukamizu, Akiyoshi'",b'1 1 1 1',b'Isolation of novel cell-penetrating peptides from a random peptide library using in vitro virus and their modifications',b'19956900 19956900',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Kamide, Kaeko Nakakubo, Hiroshi Uno, Shusei Fukamizu, Akiyoshi'",b'1 1 1 1',b'Isolation of novel cell-penetrating peptides from a random peptide library using in vitro virus and their modifications',b'19956900 19956900',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Altiok, Soner Mezzadra, Heather Jagannath, Sanjay Tsottles, Nancy Rudek, Michelle A Abdallah, Nadia Berman, David Forastiere, Arlene Gibson, Michael K'",b'1 1 1 1 1 1 1 1 1',b'A novel pharmacodynamic approach to assess and predict tumor response to the epidermal growth factor receptor inhibitor gefitinib in patients with esophageal cancer',b'19956829 19956829',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Altiok, Soner Mezzadra, Heather Jagannath, Sanjay Tsottles, Nancy Rudek, Michelle A Abdallah, Nadia Berman, David Forastiere, Arlene Gibson, Michael K'",b'1 1 1 1 1 1 1 1 1',b'A novel pharmacodynamic approach to assess and predict tumor response to the epidermal growth factor receptor inhibitor gefitinib in patients with esophageal cancer',b'19956829 19956829',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Matsudaira, Hiroshi Asakura, Tadashi Aoki, Katsuhiko Searashi, Yasuyuki Matsuura, Tomokazu Nakajima, Hisato Tajiri, Hisao Ohkawa, Kiyoshi'",b'1 1 1 1 1 1 1 1',b'Target chemotherapy of anti-CD147 antibody-labeled liposome encapsulated GSH-DXR conjugate on CD147 highly expressed carcinoma cells',b'19956835 19956835',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Matsudaira, Hiroshi Asakura, Tadashi Aoki, Katsuhiko Searashi, Yasuyuki Matsuura, Tomokazu Nakajima, Hisato Tajiri, Hisao Ohkawa, Kiyoshi'",b'1 1 1 1 1 1 1 1',b'Target chemotherapy of anti-CD147 antibody-labeled liposome encapsulated GSH-DXR conjugate on CD147 highly expressed carcinoma cells',b'19956835 19956835',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Van Poppel, Hein Tombal, Bertrand'",b'1 1',b'Cardiovascular risk during hormonal treatment in patients with prostate cancer',b'10.2147/CMR.S16893 21448299 21448299',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Van Poppel, Hein Tombal, Bertrand'",b'1 1',b'Cardiovascular risk during hormonal treatment in patients with prostate cancer',b'10.2147/CMR.S16893 21448299 21448299',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Bowden, A Twomey, A'",b'1 1',b'Inter-hospital transport of critically ill children',b'21046870 21046870',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Bowden, A Twomey, A'",b'1 1',b'Inter-hospital transport of critically ill children',b'21046870 21046870',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Li, Xin Chenglin Li, Xin Schimenti, John C'",b'1 1 1',b'Mouse pachytene checkpoint 2 (trip13) is required for completing meiotic recombination but not synapsis',b'10.1371/JOURNAL.PGEN.0030130 17696610 17696610',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Li, Xin Chenglin Li, Xin Schimenti, John C'",b'1 1 1',b'Mouse pachytene checkpoint 2 (trip13) is required for completing meiotic recombination but not synapsis',b'10.1371/JOURNAL.PGEN.0030130 17696610 17696610',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Tsalis, Konstantinos G'",b'1',b'Septic shock; current pathogenetic concepts from a clinical perspective',b'16683303 16683303',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Tsalis, Konstantinos G'",b'1',b'Septic shock; current pathogenetic concepts from a clinical perspective',b'16683303 16683303',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'FRE',"b'Irani, Jacques'",b'1',b'[A striking image]',b'16526544 16526544',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'FRE',"b'Irani, Jacques'",b'1',b'[A striking image]',b'16526544 16526544',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Fukazawa, Takuya Matsuoka, Junji Yamatsuji, Tomoki Maeda, Yutaka Durbin, Mary L Naomoto, Yoshio'",b'1 1 1 1 1 1',b'Adenovirus-mediated cancer gene therapy and virotherapy (Review)',b'19956895 19956895',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Fukazawa, Takuya Matsuoka, Junji Yamatsuji, Tomoki Maeda, Yutaka Durbin, Mary L Naomoto, Yoshio'",b'1 1 1 1 1 1',b'Adenovirus-mediated cancer gene therapy and virotherapy (Review)',b'19956895 19956895',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Mabuchi, Yasushi Yamoto, Mareo Minami, Sawako Umesaki, Naohiko'",b'1 1 1 1',"b'Immunohistochemical localization of inhibin and activin subunits, activin receptors and Smads in ovarian endometriosis'",b'19956897 19956897',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Mabuchi, Yasushi Yamoto, Mareo Minami, Sawako Umesaki, Naohiko'",b'1 1 1 1',"b'Immunohistochemical localization of inhibin and activin subunits, activin receptors and Smads in ovarian endometriosis'",b'19956897 19956897',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Ding, Min Zhao, Jinshun Bowman, Linda Lu, Yongju Shi, Xianglin'",b'1 1 1 1 1',b'Inhibition of AP-1 and MAPK signaling and activation of Nrf2/ARE pathway by quercitrin',b'19956833 19956833',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Ding, Min Zhao, Jinshun Bowman, Linda Lu, Yongju Shi, Xianglin'",b'1 1 1 1 1',b'Inhibition of AP-1 and MAPK signaling and activation of Nrf2/ARE pathway by quercitrin',b'19956833 19956833',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Corona, Giuseppe De Lorenzo, Elisa Elia, Caterina Simula, Maria Paola Avellini, Claudio Baccarani, Umberto Lupo, Francesco Tiribelli, Claudio Colombatti, Alfonso Toffoli, Giuseppe'",b'1 1 1 1 1 1 1 1 1 1',b'Differential proteomic analysis of hepatocellular carcinoma',b'19956837 19956837',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Corona, Giuseppe De Lorenzo, Elisa Elia, Caterina Simula, Maria Paola Avellini, Claudio Baccarani, Umberto Lupo, Francesco Tiribelli, Claudio Colombatti, Alfonso Toffoli, Giuseppe'",b'1 1 1 1 1 1 1 1 1 1',b'Differential proteomic analysis of hepatocellular carcinoma',b'19956837 19956837',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Cowie, Catherine C Rust, Keith F Byrd-Holt, Danita D Gregg, Edward W Ford, Earl S Geiss, Linda S Bainbridge, Kathleen E Fradkin, Judith E'",b'1 1 1 1 1 1 1 1',b'Prevalence of diabetes and high risk for diabetes using A1C criteria in the U.S. population in 1988-2006',b'10.2337/DC09-1524 20067953 20067953',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Cowie, Catherine C Rust, Keith F Byrd-Holt, Danita D Gregg, Edward W Ford, Earl S Geiss, Linda S Bainbridge, Kathleen E Fradkin, Judith E'",b'1 1 1 1 1 1 1 1',b'Prevalence of diabetes and high risk for diabetes using A1C criteria in the U.S. population in 1988-2006',b'10.2337/DC09-1524 20067953 20067953',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Stevens Publishing Corporation',b'',b'1',b'',b'ENG',"b'Bonem, M. V. Borah, R. E.'",b'1 1',b'Extraction Chemistry Goes Deep to Grab PCBs',b'RN003357314',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Bonem, M.W. Borah, R.E.'",b'1 1',b'Extraction chemistry goes deep to grab PCBs',b'183314',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Almandil, Noor B Wong, Ian C K'",b'1 1',b'Review on the current use of antipsychotic drugs in children and adolescents',b'10.1136/ARCHDISCHILD-192 2011-300054 21771730 21771730',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'OECD Publishing',b'',b'1',b'',b'',"b'Almandil, N. B. Wong, I. C. K.'",b'1 1',b'Review on the current use of antipsychotic drugs in children and adolescents http://ep.bmj.com/cgi/doi/10.1136/archdischild-2011-300054',b'10.1136/ARCHDISCHILD-2011-300054',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Mehmetoglu, Hande Celik Sadikoglu, Ganime Ozcakir, Alis Bilgel, Nazan'",b'1 1 1 1',b'Pap smear screening in the primary health care setting: A study from Turkey',b'10.4297/NAJMS.2010.2468 22558549 22558549',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Mehmetoglu, Hande Sadikoglu, Ganime Ozcakir, Alis Bilgel, Nazan'",b'1 1 1 1',b'Pap smear screening in the primary health care setting: A study from Turkey http://www.scopemed.org/?mno=2286',b'10.4297/NAJMS.2010.2467',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'de Carvalho, Katharinne I Moraes Fernandes, H\xc3\xa9lio B Machado, Fl\xc3\xa1via D Frota Oliveira, Irisdalva S Oliveira, Francisco A Nunes, Paulo Humberto M Lima, Julianeli T Almeida, Jackson R G Silva Oliveira, Rita C Meneses'",b'1 1 1 1 1 1 1 1 1',b'Antiulcer activity of ethanolic extract of Encholirium spectabile Mart. ex Schult & Schult f. (Bromeliaceae) in rodents',b'/S0716-97602010000400011 21526273 21526273',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Moraes de Carvalho, Katharinne I Fernandes, H\xc3\x83\xc2\xa9lio B Frota Machado, Fl\xc3\x83\xc2\xa1via D Oliveira, Irisdalva S Oliveira, Francisco A Nunes, Paulo Humberto M Lima, Julianeli T Silva Almeida, Jackson R G Meneses Oliveira, Rita C'",b'1 1 1 1 1 1 1 1 1',b'Antiulcer activity of ethanolic extract of Encholirium spectabile Mart. ex Schult & Schult f. (Bromeliaceae) in rodents http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-97602010000400011&lng=en&nrm=iso&tlng=en',b'10.4067/S0716-97602010000400011 S0716-97602010000400011',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'BUL',"b'Taneva, I Dimitrova, V'",b'1 1',b'Gastrointestinal stromal tumors',b'23847801 23847801',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Ahmed, Bilal'",b'1',b'Gastrointestinal Stromal Tumors http://www.ingentaconnect.com/content/demos/ect/2010/00000001/00000001/art00014',b'10.5003/2151-4194.1.1.151',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'Executive Sciences Institute INC',b'',b'1',b'',b'ENG',"b'Johnson, D. H.'",b'1',"b""DOE's Y-12 Plant Eases into Post-Cold War Role""",b'RN000888540',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Johnson, D.R.'",b'1',b'DOE`s Y-12 Plant eases into Post-Cold War role',b'175783',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Roach, Rachel Dexter, Clarisse'",b'1 1',"b""The practicing physicians' guide to pressure ulcers in 2008""",b'19248424 19248424',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Roach, R.'",b'1',"b""The Practicing Physicians' Guide To Pressure Ulcers in 2008""",b'RN242295181',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'da Silva, Viviane Martins Lopes, Marcos Ven\xc3\xadcios de Oliveira de Araujo, Thelma Leite Ciol, Marcia Aparecida de Carvalho, Em\xc3\xadlia Campos'",b'1 1 1 1 1',b'Clinical indicators of ineffective airway clearance in children with congenital heart disease',b'19256040 19256040',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Wiley-Blackwell',"b'Hoboken, NJ USA'",b'1',b'',b'',"b'da Silva, Viviane Martins de Oliveira Lopes, Marcos Ven\xc3\xadcios de Araujo, Thelma Leite Ciol, Marcia Aparecida de Carvalho, Em\xc3\xadlia Campos'",b'1 1 1 1 1',b'Clinical indicators of ineffective airway clearance in children with congenital heart disease http://blackwell-synergy.com/doi/abs/10.1111/j.1365-2702.2008.02431.x',b'10.1111/J.1365-2702.2008.02431.X',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Shvartsburg, Alexandre A Tang, Keqi Smith, Richard D'",b'1 1 1',b'Two-dimensional ion mobility analyses of proteins and peptides',b'10.1007/978-1-59745-493-3_26 19241049 19241049',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
"b'MS Lipton and L Pasa-Tolic; Humana Press, Totowa, NJ, United States(US).'",b'',b'1',b'',b'XXX',"b'Shvartsburg, Alexandre A. Tang, Keqi Smith, Richard D.'",b'1 1 1',b'Two-Dimensional Ion Mobility Analyses of Proteins and Peptides',b'965598',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Toledo, Antonio Carlos de Castro Janu\xc3\xa1rio, Jos\xc3\xa9 N\xc3\xa9lio Rezende, Renata Maria Silva Siqueira, Arminda L\xc3\xbacia Mello, Bernardo Freire de Fialho, Erica Ligorio Ribeiro, Raquel Andrade Silva, H\xc3\xa9lia Lemos da Pires, Erika Carvalho Sim\xc3\xb5es, Taynan\xc3\xa1 C\xc3\xa9sar Greco, Dirceu Bartolomeu'",b'1 1 1 1 1 1 1 1 1 1 1',b'Dried blood spots as a practical and inexpensive source for human immunodeficiency virus and hepatitis C virus surveillance',b'/S0074-02762005000400005 16113879 16113879',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Toledo Jr., Antonio Carlos de Castro Janu\xc3\xa1rio, Jos\xc3\xa9 N\xc3\xa9lio Rezende, Renata Maria Silva Siqueira, Arminda L\xc3\xbacia Mello, Bernardo Freire de Fialho, \xc3\x89rica Ligorio Ribeiro, Raquel Andrade Silva, H\xc3\xa9lia Lemos da Pires, \xc3\x89rika Carvalho Sim\xc3\xb5es, Taynan\xc3\xa1 C\xc3\xa9sar Greco, Dirceu Bartolomeu'",b'1 1 1 1 1 1 1 1 1 1 1',b'Dried blood spots as a practical and inexpensive source for human immunodeficiency virus and hepatitis C virus surveillance http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762005000400005&lng=en&nrm=iso&tlng=en',b'10.1590/S0074-02762005000400005 S0074-02762005000400005',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Patil, Suresh B Pawar, Mercy D Bitar, Khalil N'",b'1 1 1',b'Phosphorylated HSP27 essential for acetylcholine-induced association of RhoA with PKCalpha',b'10.1152/AJPGI.00261.2003 14592945 14592945',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Physiological Society',b'',b'1',b'',b'ENG',"b'Patil, S. B. Pawar, M. D. Bitar, K. N.'",b'1 1 1',b'Phosphorylated HSP27 essential for acetylcholine-induced association of RhoA with PKCalpha',b'RN148566949',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Wastowski, Isabela Jub\xc3\xa9 Sampaio-Barros, Percival D Martelli-Palomino, Gustavo Marques-Neto, Jo\xc3\xa3o Francisco Crispim, Janaina C O Rassi, Diane M Donadi, Eduardo A'",b'1 1 1 1 1 1 1',b'Association of Interferon-gamma gene polymorphism (+874 T/A) with systemic sclerosis',b'10.3233/DMA-2009-0659 19893204 19893204',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Wastowski, Isabela J. Sampaio-Barros, Percival D. Martelli-Palomino, Gustavo Marques-Neto, Jo\xc3\xa3o Francisco Crispim, Janaina C. O. Rassi, Diane M. Donadi, Eduardo A.'",b'1 1 1 1 1 1 1',b'Association of Interferon-Gamma Gene Polymorphism (+874 T/A) with Systemic Sclerosis http://www.hindawi.com/journals/dm/2009/936152/ http://downloads.hindawi.com/journals/dm/2009/936152.pdf',b'10.1155/2009/936152 936152',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Eggleston, Peyton A'",b'1',b'The environment and asthma in US inner cities',b'110.1378/CHEST.07-1906 17998342 17998342',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American College of Chest Physicians',"b'Northbrook, IL USA'",b'1',b'',b'',"b'Eggleston, P. A.'",b'1',b'The Environment and Asthma in US Inner Cities http://www.chestjournal.org/cgi/doi/10.1378/chest.07-1906',b'10.1378/CHEST.07-1906',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Rankin, Erinn B Xu, Wei Silberg, Debra G Suh, EunRan'",b'1 1 1 1',"b""Putative intestine-specific enhancers located in 5' sequence of the CDX1 gene regulate CDX1 expression in the intestine""",b'10.1152/AJPGI.00326.2003 14715525 14715525',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Physiological Society',b'',b'1',b'',b'ENG',"b'Rankin, E. B. Xu, W. Silberg, D. G. Suh, E.'",b'1 1 1 1',"b""Putative intestine-specific enhancers located in 5' sequence of the CDX1 gene regulate CDX1 expression in the intestine""",b'RN150122958',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Sung, Chin K She, Hongyun Xiong, Shigang Tsukamoto, Hidekazu'",b'1 1 1 1',b'Tumor necrosis factor-alpha inhibits peroxisome proliferator-activated receptor gamma activity at a posttranslational level in hepatic stellate cells',b'10.1152/AJPGI.00411.2003 14656714 14656714',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Physiological Society',b'',b'1',b'',b'ENG',"b'Sung, C. K. She, H. Xiong, S. Tsukamoto, H.'",b'1 1 1 1',b'Tumor necrosis factor-alpha inhibits peroxisome proliferator-activated receptor gamma activity at a posttranslational level in hepatic stellate cells',b'RN150122994',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'MacNaughton, Wallace K Van Sickle, Marja D Keenan, Catherine M Cushing, Kelly Mackie, Ken Sharkey, Keith A'",b'1 1 1 1 1 1',b'Distribution and function of the cannabinoid-1 receptor in the modulation of ion transport in the guinea pig ileum: relationship to capsaicin-sensitive nerves',b'10.1152/AJPGI.00482.2003 14701723 14701723',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Physiological Society',b'',b'1',b'',b'ENG',"b'MacNaughton, W. K. Van Sickle, M. D. Keenan, C. M. Cushing, K. Mackie, K. Sharkey, K. A.'",b'1 1 1 1 1 1',b'Distribution and function of the cannabinoid-1 receptor in the modulation of ion transport in the guinea pig ileum: relationship to capsaicin-sensitive nerves',b'RN150122983',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Teckman, Jeffrey H An, Jae-Koo Blomenkamp, Keith Schmidt, Bela Perlmutter, David'",b'1 1 1 1 1',b'Mitochondrial autophagy and injury in the liver in alpha 1-antitrypsin deficiency',b'10.1152/AJPGI.00175.2003 14684378 14684378',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Physiological Society',b'',b'1',b'',b'ENG',"b'Teckman, J. H. An, J.-K. Blomenkamp, K. Schmidt, B. Perlmutter, D.'",b'1 1 1 1 1',b'Mitochondrial autophagy and injury in the liver in alpha~1-antitrypsin deficiency',b'RN150123043',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Vissers, Yvonne L J Hallemeesch, Marcella M Soeters, Peter B Lamers, Wouter H Deutz, Nicolaas E P'",b'1 1 1 1 1',b'NOS2 deficiency increases intestinal metabolism both in nonstimulated and endotoxemic mice',b'10.1152/AJPGI.00375.2003 14656712 14656712',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Physiological Society',b'',b'1',b'',b'ENG',"b'Vissers, Y. L. J. Hallemeesch, M. M. Soeters, P. B. Lamers, W. H. Deutz, N. E. P.'",b'1 1 1 1 1',b'NOS2 deficiency increases intestinal metabolism both in nonstimulated and endotoxemic mice',b'RN150122878',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'de Almeida, R M M Giovenardi, M da Silva, S P de Oliveira, V P Stein, D J'",b'1 1 1 1 1',b'Maternal aggression in Wistar rats: effect of 5-HT2A/2C receptor agonist and antagonist microinjected into the dorsal periaqueductal gray matter and medial septum',b'/S0100-879X2005000400014 15962186 15962186',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Almeida, R.M.M. de Giovenardi, M. Silva, S.P. da Oliveira, V.P. de Stein, D.J.'",b'1 1 1 1 1',b'Maternal aggression in Wistar rats: effect of 5-HT2A/2C receptor agonist and antagonist microinjected into the dorsal periaqueductal gray matter and medial septum http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005000400014&lng=en&nrm=iso&tlng=en',b'10.1590/S0100-879X2005000400014 S0100-879X2005000400014',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'de Paula, P M Branco, L G S'",b'1 1',b'Glutamatergic neurotransmission modulates hypoxia-induced hyperventilation but not anapyrexia',b'/S0100-879X2004001000019 15448881 15448881',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Paula, P.M. de Branco, L.G.S.'",b'1 1',b'Glutamatergic neurotransmission modulates hypoxia-induced hyperventilation but not anapyrexia http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000019&lng=en&nrm=iso&tlng=en',b'10.1590/S0100-879X2004001000019 S0100-879X2004001000019',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
